id,sku,name_en,name_ar,category,price,stock_quantity,description_en,description_ar,image_url,barcode,expiry_date,is_active
1386,MED-01386,"Panadol Extra","بانادول إكسترا",Medicine,45.00,103,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622306515422,2027-07-05,1
1387,MED-01387,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,138,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622885675741,2027-09-09,1
1388,COS-01388,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,154,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622864230274,2026-09-24,1
1389,SUP-01389,"Centrum Men","سنتروم رجال",Supplements,420.00,20,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622968172374,2027-10-30,1
1390,MED-01390,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,41,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622701562463,2026-04-09,1
1391,MED-01391,"Panadol Extra","بانادول إكسترا",Medicine,45.00,58,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622754411325,2027-06-04,1
1392,MED-01392,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,44,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622307816469,2026-05-05,1
1393,COS-01393,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,43,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622811570859,2027-04-08,1
1394,SUP-01394,"Centrum Men","سنتروم رجال",Supplements,420.00,6,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622668593539,2026-12-17,1
1395,MED-01395,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,84,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,62264140909,2027-07-23,1
1396,MED-01396,"Panadol Extra","بانادول إكسترا",Medicine,45.00,124,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622872849176,2027-10-23,1
1397,MED-01397,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,136,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622732657656,2026-01-13,1
1398,COS-01398,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,51,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622679796575,2026-10-28,1
1399,SUP-01399,"Centrum Men","سنتروم رجال",Supplements,420.00,194,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622871246018,2027-02-24,1
1400,MED-01400,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,175,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622978341190,2027-10-20,1
1401,MED-01401,"Panadol Extra","بانادول إكسترا",Medicine,45.00,45,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62277191456,2027-01-25,1
1402,MED-01402,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,166,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622786804025,2026-05-18,1
1403,COS-01403,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,20,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622262713359,2026-05-05,1
1404,SUP-01404,"Centrum Men","سنتروم رجال",Supplements,420.00,104,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622499305816,2026-10-13,1
1405,MED-01405,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,177,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622420841333,2026-08-02,1
1406,MED-01406,"Panadol Extra","بانادول إكسترا",Medicine,45.00,197,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622200414727,2027-10-28,1
1407,MED-01407,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,0,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622663568421,2026-05-04,1
1408,COS-01408,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,36,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,62222768983,2027-11-11,1
1409,SUP-01409,"Centrum Men","سنتروم رجال",Supplements,420.00,7,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622985364918,2025-11-25,1
1410,MED-01410,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,107,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622606127865,2027-03-18,1
1411,MED-01411,"Panadol Extra","بانادول إكسترا",Medicine,45.00,60,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62298685859,2026-04-20,1
1412,MED-01412,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,33,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622529381763,2027-05-16,1
1413,COS-01413,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,160,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622798596231,2027-08-20,1
1414,SUP-01414,"Centrum Men","سنتروم رجال",Supplements,420.00,174,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622752076357,2027-08-30,1
1415,MED-01415,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,94,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,62287328022,2027-08-09,1
1416,MED-01416,"Panadol Extra","بانادول إكسترا",Medicine,45.00,117,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622440036921,2026-07-09,1
1417,MED-01417,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,5,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622927321640,2027-02-10,1
1418,COS-01418,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,32,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622530836844,2027-07-05,1
1419,SUP-01419,"Centrum Men","سنتروم رجال",Supplements,420.00,63,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622706881304,2027-04-27,1
1420,MED-01420,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,161,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622654303415,2027-06-16,1
1421,MED-01421,"Panadol Extra","بانادول إكسترا",Medicine,45.00,94,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622880840458,2026-07-22,1
1422,MED-01422,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,75,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622542029231,2027-08-06,1
1423,COS-01423,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,134,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622172910018,2026-08-30,1
1424,SUP-01424,"Centrum Men","سنتروم رجال",Supplements,420.00,43,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622136429842,2027-08-20,1
1425,MED-01425,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,39,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622768512983,2027-03-06,1
1426,MED-01426,"Panadol Extra","بانادول إكسترا",Medicine,45.00,155,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622539995540,2027-11-02,1
1427,MED-01427,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,112,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622168820292,2027-03-02,1
1428,COS-01428,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,72,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622340768892,2027-08-14,1
1429,SUP-01429,"Centrum Men","سنتروم رجال",Supplements,420.00,121,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,62228652223,2026-05-23,1
1430,MED-01430,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,174,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622996873662,2026-01-12,1
1431,MED-01431,"Panadol Extra","بانادول إكسترا",Medicine,45.00,111,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622110210001,2027-08-07,1
1432,MED-01432,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,138,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622877314274,2027-05-31,1
1433,COS-01433,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,6,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622417958215,2026-03-22,1
1434,SUP-01434,"Centrum Men","سنتروم رجال",Supplements,420.00,86,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622725118755,2025-12-10,1
1435,MED-01435,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,17,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622733778198,2026-12-29,1
1436,MED-01436,"Panadol Extra","بانادول إكسترا",Medicine,45.00,68,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,62236440113,2026-08-26,1
1437,MED-01437,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,153,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622738333832,2027-07-07,1
1438,COS-01438,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,97,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622978201900,2026-12-08,1
1439,SUP-01439,"Centrum Men","سنتروم رجال",Supplements,420.00,138,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622691781106,2026-07-18,1
1440,MED-01440,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,26,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622687822670,2027-03-13,1
1441,MED-01441,"Panadol Extra","بانادول إكسترا",Medicine,45.00,140,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622546226694,2027-04-13,1
1442,MED-01442,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,30,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622946978378,2026-05-08,1
1443,COS-01443,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,189,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,62239290638,2026-10-03,1
1444,SUP-01444,"Centrum Men","سنتروم رجال",Supplements,420.00,72,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622462855251,2027-02-15,1
1445,MED-01445,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,60,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622229149331,2026-09-18,1
1446,MED-01446,"Panadol Extra","بانادول إكسترا",Medicine,45.00,68,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622262326293,2026-07-10,1
1447,MED-01447,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,95,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622144566422,2027-01-19,1
1448,COS-01448,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,182,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622901648236,2025-11-30,1
1449,SUP-01449,"Centrum Men","سنتروم رجال",Supplements,420.00,154,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,62248600052,2026-08-15,1
1450,MED-01450,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,87,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622360328368,2027-06-03,1
1451,MED-01451,"Panadol Extra","بانادول إكسترا",Medicine,45.00,89,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622268254512,2027-10-03,1
1452,MED-01452,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,37,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622572736183,2027-11-08,1
1453,COS-01453,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,156,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622807252048,2026-12-09,1
1454,SUP-01454,"Centrum Men","سنتروم رجال",Supplements,420.00,117,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622122399337,2026-11-22,1
1455,MED-01455,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,68,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622414510290,2026-01-04,1
1456,MED-01456,"Panadol Extra","بانادول إكسترا",Medicine,45.00,86,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622332806015,2026-01-15,1
1457,MED-01457,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,152,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622432190864,2027-02-13,1
1458,COS-01458,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,129,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622722923458,2027-07-21,1
1459,SUP-01459,"Centrum Men","سنتروم رجال",Supplements,420.00,102,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622828805031,2027-10-24,1
1460,MED-01460,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,177,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622151613974,2027-09-05,1
1461,MED-01461,"Panadol Extra","بانادول إكسترا",Medicine,45.00,97,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622783344902,2027-04-09,1
1462,MED-01462,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,158,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622699921463,2026-02-01,1
1463,COS-01463,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,135,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622531101727,2026-01-16,1
1464,SUP-01464,"Centrum Men","سنتروم رجال",Supplements,420.00,98,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622240173377,2027-09-24,1
1465,MED-01465,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,46,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622687739655,2027-03-24,1
1466,MED-01466,"Panadol Extra","بانادول إكسترا",Medicine,45.00,120,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622903391,2027-07-29,1
1467,MED-01467,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,60,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622229261593,2027-08-11,1
1468,COS-01468,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,28,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622178625325,2027-02-23,1
1469,SUP-01469,"Centrum Men","سنتروم رجال",Supplements,420.00,123,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622286298449,2027-01-20,1
1470,MED-01470,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,35,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622926219264,2027-09-15,1
1471,MED-01471,"Panadol Extra","بانادول إكسترا",Medicine,45.00,0,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622351052486,2026-02-04,1
1472,MED-01472,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,17,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622163746136,2026-03-07,1
1473,COS-01473,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,137,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622363184665,2026-06-18,1
1474,SUP-01474,"Centrum Men","سنتروم رجال",Supplements,420.00,172,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622320264073,2026-07-16,1
1475,MED-01475,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,93,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622266323015,2027-04-19,1
1476,MED-01476,"Panadol Extra","بانادول إكسترا",Medicine,45.00,27,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622529627156,2026-06-26,1
1477,MED-01477,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,170,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622660472780,2026-09-07,1
1478,COS-01478,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,55,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622129938484,2026-04-03,1
1479,SUP-01479,"Centrum Men","سنتروم رجال",Supplements,420.00,76,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622572004182,2026-05-30,1
1480,MED-01480,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,132,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622105266683,2026-06-01,1
1481,MED-01481,"Panadol Extra","بانادول إكسترا",Medicine,45.00,75,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622671422545,2026-02-06,1
1482,MED-01482,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,159,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62239036732,2027-08-29,1
1483,COS-01483,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,158,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622568817344,2027-06-10,1
1484,SUP-01484,"Centrum Men","سنتروم رجال",Supplements,420.00,69,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622881892978,2027-05-05,1
1485,MED-01485,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,4,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622480832906,2026-07-04,1
1486,MED-01486,"Panadol Extra","بانادول إكسترا",Medicine,45.00,184,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622640815976,2026-07-01,1
1487,MED-01487,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,141,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622116928088,2026-06-23,1
1488,COS-01488,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,30,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622867960774,2027-02-25,1
1489,SUP-01489,"Centrum Men","سنتروم رجال",Supplements,420.00,52,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,62235292854,2027-01-19,1
1490,MED-01490,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,94,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622671464952,2026-12-06,1
1491,MED-01491,"Panadol Extra","بانادول إكسترا",Medicine,45.00,167,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622152057106,2027-02-18,1
1492,MED-01492,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,103,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622646360962,2025-12-02,1
1493,COS-01493,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,174,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622715411474,2025-12-05,1
1494,SUP-01494,"Centrum Men","سنتروم رجال",Supplements,420.00,128,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,62259135399,2026-03-26,1
1495,MED-01495,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,85,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622533825731,2026-03-05,1
1496,MED-01496,"Panadol Extra","بانادول إكسترا",Medicine,45.00,126,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622739772228,2025-12-04,1
1497,MED-01497,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,78,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622417549495,2026-08-30,1
1498,COS-01498,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,55,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622571789827,2026-01-28,1
1499,SUP-01499,"Centrum Men","سنتروم رجال",Supplements,420.00,156,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622456853111,2026-04-12,1
1500,MED-01500,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,170,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,62216738643,2026-05-10,1
1501,MED-01501,"Panadol Extra","بانادول إكسترا",Medicine,45.00,157,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622409701180,2027-07-30,1
1502,MED-01502,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,120,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,62277803178,2026-03-21,1
1503,COS-01503,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,106,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622823530249,2026-02-18,1
1504,SUP-01504,"Centrum Men","سنتروم رجال",Supplements,420.00,53,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622143445432,2027-10-13,1
1505,MED-01505,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,45,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622386877974,2026-05-02,1
1506,MED-01506,"Panadol Extra","بانادول إكسترا",Medicine,45.00,147,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622140729502,2027-06-18,1
1507,MED-01507,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,64,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622527436984,2027-07-23,1
1508,COS-01508,"Nivea Soft Cream","نيفيا سوفت كريم",Cosmetics,85.00,143,"Moisturizing cream.","كريم مرطب.",https://placehold.co/300x300?text=Nivea%20Soft%20Cream,622503939500,2026-11-08,1
1509,SUP-01509,"Centrum Men","سنتروم رجال",Supplements,420.00,97,"Multivitamin for men.","مكمل غذائي متعدد الفيتامينات.",https://placehold.co/300x300?text=Centrum%20Men,622994133469,2027-09-05,1
1510,MED-01510,"Augmentin 1g","أوجمانتين 1 جم",Medicine,90.00,137,"Broad spectrum antibiotic.","مضاد حيوي واسع المجال.",https://placehold.co/300x300?text=Augmentin%201g,622438606279,2026-01-26,1
1511,MED-01511,"Panadol Extra","بانادول إكسترا",Medicine,45.00,170,"For tough pain relief.","لتسكين الآلام الشديدة.",https://placehold.co/300x300?text=Panadol%20Extra,622544669065,2025-12-02,1
1512,MED-01512,"Cataflam 50mg","كاتافلام 50 مجم",Medicine,38.50,190,"Fast acting anti-inflammatory.","مضاد للالتهابات سريع المفعول.",https://placehold.co/300x300?text=Cataflam%2050mg,622231695508,2026-04-23,1
